,Tweet/fb id,time,author,tweet/fb text,favorite/like,retweet/share,social media,source,location
91,1266588202774732800,2020-05-30 04:32:14,Bileh,"""All options are on the table if Ethiopian aggressions don't stop"", Said the Sudanese Army Spokesperson Gen. Amer Ahmed Al-Hassan.
He also accused the ENDF of providing assistance to what he called irregular militias. https://t.co/akCuMgIwEi",21,13,twitter,['https://www.alarabiya.net/ar/arab-and-world/sudan/2020/05/29/%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D9%83%D9%84-%D8%A7%D9%84%D8%AE%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%85%D9%81%D8%AA%D9%88%D8%AD%D8%A9-%D8%A7%D8%B0%D8%A7-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%AA-%D8%AA%D8%B9%D8%AF%D9%8A%D8%A7%D8%AA-%D8%A7%D8%AB%D9%8A%D9%88%D8%A8%D9%8A%D8%A7'],Ethiopia
92,1266575499779878917,2020-05-30 03:41:45,Bileh,@Alex_Helali @NaserMestarihi @Eldjazaayri @Hayah365 Shut the Fuck up,0,0,twitter,[],Ethiopia
93,1265371790869741573,2020-05-26 19:58:39,Bileh,@ajplus I wish they were more Ethiopians like you. Social responsibility is patriotic.,2,0,twitter,[],Ethiopia
94,1264986566461739008,2020-05-25 18:27:54,Bileh,I witnessed the hardwork @ZekuZelalem put into this report 1st hand. This is journalism at its finest. A MUST READ. https://t.co/sqSMkfbvH3,8,2,twitter,['https://twitter.com/ZekuZelalem/status/1264132159339667456'],Ethiopia
95,1264981481681760257,2020-05-25 18:07:42,Bileh,My Africa isn't realized yet.,1,0,twitter,[],Ethiopia
96,1264413268355014656,2020-05-24 04:29:49,Bileh,@che__ma I am. Hope you are,1,0,twitter,[],Ethiopia
97,1264404196813615104,2020-05-24 03:53:46,Bileh,"Eid Mubarak, Stay Safe &amp; Live long to witness many more Eids.",4,0,twitter,[],Ethiopia
98,1262835816449138690,2020-05-19 20:01:35,Bileh,@zakr_10 صحيح.,0,0,twitter,[],Ethiopia
99,1262835009985142792,2020-05-19 19:58:23,Bileh,@zakr_10 في الصومال كمان. في أجزاء من إثيوبيا كمان خصوصاً القسم الصومالي.,0,0,twitter,[],Ethiopia
100,1262834668438724612,2020-05-19 19:57:01,Bileh,@Marthinolly for life &amp; beyond 🙏🏾,1,0,twitter,[],Ethiopia
101,1262833557858398208,2020-05-19 19:52:37,Bileh,@Marthinolly I haven't but I will as soon as I finish the book am consuming rn. So freaking painful.,0,0,twitter,[],Ethiopia
102,1262832730187931652,2020-05-19 19:49:19,Bileh,@Marthinolly I know,1,0,twitter,[],Ethiopia
103,1262641822616162305,2020-05-19 07:10:43,Bileh,@Mannyalhadj ثم إن هناك مثل إنجليزي يقول (it takes a whole village to abuse a child) طبق هذا على واقع الإسرائليين السود وستفهم قصدي من التعميم.,0,0,twitter,[],Ethiopia
104,1262641183714676736,2020-05-19 07:08:11,Bileh,@Mannyalhadj الخبر هذا يأتي من عمق قضية الإسرائليين السود (الإثيوبيين). نصبوا وزيرة سوداء لإسكات مطالبات السود بالعدل والمساواة. خبرتك في الإعلام والسياسة مؤهل كافي لفهم عقلية تنصيب شخص من العرقية الأكثر مظلومية والترويج الإعلامي لها حتى تموت القضية الأساسية.,0,0,twitter,[],Ethiopia
105,1262616990113505280,2020-05-19 05:32:03,Bileh,If he was alive Malcolm would have been 95 Today.,2,0,twitter,[],Ethiopia
106,1262615640780804096,2020-05-19 05:26:41,Bileh,@Mannyalhadj أستاذ منصور لا أبالي بكره العرب لإسرائيل. لكن لا ترسم الدولة الإسرائيلية على أساس أنها دولة مدنية بشعب متحضر. ربما تكون دولة مدنية لكن الشعب عنصري وبغيض.,0,0,twitter,[],Ethiopia
107,1262364400327045124,2020-05-18 12:48:21,Bileh,"RT @ZekuZelalem: Me &amp; @TsedaleLemma on this;
Ethiopia won't back down from filling GERD reservoir. @addisstandard has exclusively obtained…",0,13,twitter,[],Ethiopia
108,1260901015655677952,2020-05-14 11:53:23,Bileh,@KiyaAliS @leeluu217,0,0,twitter,[],Ethiopia
109,1260886843912044552,2020-05-14 10:57:04,Bileh,"RT @addisstandard: News: Despite denial by #Ethiopia’s consul, # of #COVID19 cases among #Ethiopians in #Lebanon reaches 8 https://t.co/m34…",0,1,twitter,[],Ethiopia
110,1260447757615206400,2020-05-13 05:52:18,Bileh,Sudan rejects a bilateral agreement with Ethiopia in regards to the filling of #GERD &amp; stand by its position on the need for a trilateral agreement. https://t.co/ha239NyYqp,1,0,twitter,['https://www.alarabiya.net/ar/amp/arab-and-world/2020/05/12/%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D9%8A%D8%B1%D9%81%D8%B6-%D9%85%D9%82%D8%AA%D8%B1%D8%AD%D8%A7-%D8%A3%D8%AB%D9%8A%D9%88%D8%A8%D9%8A%D8%A7%D9%8B-%D8%A8%D8%AA%D9%88%D9%82%D9%8A%D8%B9-%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%AC%D8%B2%D8%A6%D9%8A-%D8%AD%D9%88%D9%84-%D8%B3%D8%AF-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9'],Ethiopia
111,1260269385660329984,2020-05-12 18:03:30,Bileh,"RT @ZekuZelalem: Our latest,heavily armed police in face masks beat &amp;shot at ~50 students at a college in Yirgalem. Over a dozen girls were…",0,43,twitter,[],Ethiopia
112,1260247979480530945,2020-05-12 16:38:27,Bileh,"@EteneshAb, @ZekuZelalem &amp; I give you a picture of how Police brutality, maladminstration &amp; unaccountablity; are causing harm to an important part of society (Students). Also raising the question if these practices are rooted deep &amp; hard to change? https://t.co/HOjUNJUon5",4,2,twitter,['https://twitter.com/addisstandard/status/1260225684028481539'],Ethiopia
113,1260147980872663040,2020-05-12 10:01:05,Bileh,@Mr_OmaaRaa @leeluu217,0,0,twitter,[],Ethiopia
114,1260135642606026752,2020-05-12 09:12:04,Bileh,@Africahistory1 @leeluu217,0,0,twitter,[],Ethiopia
115,1260132722334449665,2020-05-12 09:00:27,Bileh,@Mr_OmaaRaa @leeluu217,0,0,twitter,[],Ethiopia
116,1260088538600742912,2020-05-12 06:04:53,Bileh,@RAbdiCG We can say the whole of Sub-Saharan Africa.,2,0,twitter,[],Ethiopia
117,1260044907659628545,2020-05-12 03:11:31,Bileh,RT @ZekuZelalem: Latest by @BilehJelan &amp; I on hardships endured by factory owners &amp; small business owners among others. What are frontline…,0,6,twitter,[],Ethiopia
118,1259864931484291072,2020-05-11 15:16:21,Bileh,@ZekuZelalem &amp; I try to give you an insight into what everyday Ethiopians go through during these trying times. https://t.co/TYFghZPaN3,12,5,twitter,['https://twitter.com/addisstandard/status/1259853014866804742'],Ethiopia
119,1259446088932753409,2020-05-10 11:32:01,Bileh,@1ncognito___ @leeluu217,0,0,twitter,[],Ethiopia
120,1266995850145824768,2020-05-31 07:32:04,Ethiopia Live Updates,"""አምነስቲ ኢንተርናሽናል የቀረበዉ ሪፖርት ያለበትን ጉልህ ስህተትና ጥፋት በአግባቡ መርምሮ እና ተገንዝቦ የማያሰራ በሚል እንዲያነሳዉ እና በምትኩ በትክክል እና በገለልተኛ ሁኔታ ሪፖርቱን እንዲያጠናቅር እንጠይቃለን።"" አብን https://t.co/JpYE734rPo https://t.co/QyAZZOeFrh",15,4,twitter,['https://www.facebook.com/415308298944808/posts/898672423941724/'],Addis Ababa
121,1266767208262311939,2020-05-30 16:23:32,Ethiopia Live Updates,የተመላሾቹ  ሙሉ ወጭያቸው በኢትዮጵያ መንግስት መሸፈኑን በቤሩት የኢትዮጵያ ቆንስላ ገልጿል። በምዝገባ ወደ አገር ቤት ለመጓዘ ለቀራማ እና ለትራንስፖርት ወጭዎች የሚሆን 550 ዶላር ከፍለው የነበሩ ዜጎችም ገንዘባቸው እንደተመለሰላቸው አስታውቋል። https://t.co/633bRojaBK,10,0,twitter,[],Addis Ababa
122,1266765932183146498,2020-05-30 16:18:28,Ethiopia Live Updates,ተጨማሪ 323 ኢትዮጵያዊያን ዜጎች ዛሬ ከሊባኖስ ወደ አገራቸው እንዲመለሱ መደረጉን የውጭ ጉዳይ ሚንስቴር ገለጸ። https://t.co/uIlpK4c3ty https://t.co/EgjTk7O1ym,18,2,twitter,['https://twitter.com/Ethiopialiveupd/status/1266022745982275585'],Addis Ababa
123,1266764628165627906,2020-05-30 16:13:17,Ethiopia Live Updates,ጥሪውን የሚያቀርቡ ሰዎች የሽግግር መንግሥት ይመስረት የሚሉ አካላትና በአቋርጭ ሥልጣን ለመያዝ የሚፈልጉ ኃይሎች መሆናቸውንና እነዚህም ከድርጊታቸው ሊቆጠቡ እንደሚገባ አቶ ጌታቸው ተናግረዋል።,8,0,twitter,[],Addis Ababa
124,1266764512042143746,2020-05-30 16:12:49,Ethiopia Live Updates,የቢሮው ኃላፊ አቶ ጌታቸው ባልቻ መንግሥት ዜጎችን ከኮሮናቫይረስ ወረርሽኝ ለመከላከል የአስቸኳይ ጊዜ አዋጅ አውጥቶ ጥረት እያደረገ ባለበት በአሁኑ ወቅት ሕዝቡን ለሰላማዊ ሰልፍ የሚጠሩ ሰዎች መኖራቸውን ተናግረዋል።,8,1,twitter,[],Addis Ababa
125,1266764359939866625,2020-05-30 16:12:13,Ethiopia Live Updates,የአስቸኳይ ጊዜ አዋጅን በመተላለፍ ሰላማዊ ሰልፍ የሚጠሩ ሰዎች ከድርጊታቸው ሊቆጠቡ ይገባል ሲል የኦሮሚያ የክልል መንግሥት ኮሙኒኬሽን ቢሮ አስታወቀ።  @EthiopianNewsA https://t.co/zNZmmWMe69,26,4,twitter,[],Addis Ababa
126,1266757594737192963,2020-05-30 15:45:20,Ethiopia Live Updates,የሱዳን ውጭ ጉዳይ ሚንስትር የኢትዮጵያ ኤምባሲ ጉዳይ አስፈጻሚን ጠርቶ በኢትዮዽያ መከላከያ ሰራዊት ይደገፋሉ ያላቸው ሚሊሻዎች በሱዳን ግዛት ውስጥ በሱዳን ዜጎችና ወታደሮች ላይ እየፈጸሙት ያለውን ጥቃት ማውገዙን ሱና ዘግቧል።https://t.co/YynL4qyscS https://t.co/61kd27mzun,6,0,twitter,['https://www.suna-sd.net/ar/single?id=671021'],Addis Ababa
127,1266750482460168199,2020-05-30 15:17:04,Ethiopia Live Updates,በአዲስ አበባ በ24 ሰዓታት ውስጥ በተደረገ የላብራቶሪ ምርመራ 56 ሰዎች ቫይረሱ ተገኝቶባቸዋል፡፡ ከነዚህም ውስጥ፣ 26 ሰዎች የውጭ ሀገር ጉዞ ታሪክ እና በበሽታው ከተያዘ ሰው ጋር ግንኙነት የሌላቸው ናቸው። https://t.co/mAk16WlRfJ,6,2,twitter,[],Addis Ababa
128,1266746032412647426,2020-05-30 14:59:23,Ethiopia Live Updates,"Egypt allegedly supplies weapons to Somalia https://t.co/FBVM0LlBjO ""The Reporter has obtained a leaked letter that Somalia’s Ministry of Defense has written to its Egyptian counterpart, confirming that it had received weaponry and ammunition the latter has donated.""",3,8,twitter,['https://www.thereporterethiopia.com/article/egypt-allegedly-supplies-weapons-somalia'],Addis Ababa
129,1266745291606306817,2020-05-30 14:56:27,Ethiopia Live Updates,ማንኛውም የአንድሮይድ ሞባይል ስልክ ተጠቃሚ ግለሰብ በየትኛውም ቦታና ጊዜ የስልኩን ብሉቱዝ በመክፈት ብቻ መጠቀም ይችላል ተብሏል።,4,0,twitter,[],Addis Ababa
130,1266744737815572482,2020-05-30 14:54:15,Ethiopia Live Updates,የ @EPHIEthiopia በኮቪድ-19 ከተያዘ ሰው ጋር የቅርብ ንክኪ ያላቸው ሰዎችን የሚለይ “ደቦ” የተሰኘ የአንድሮይድ ሞባይል መተግበሪያ ይፋ አደረገ።https://t.co/JgbDjHR5lf,11,1,twitter,['https://www.facebook.com/523110127797544/posts/2817473708361163/'],Addis Ababa
131,1266736958275047429,2020-05-30 14:23:20,Ethiopia Live Updates,RT @seleshi_b_a: (1/3)The preparation for Green Legacy plantation of 5Billion trees this year is well underway. The launching will happen n…,0,14,twitter,[],Addis Ababa
132,1266728721517592577,2020-05-30 13:50:36,Ethiopia Live Updates,"""... Admitting to the leaked information, the federal government replaced the 24th Division with the 33rd Division...""

https://t.co/lgdVvNs3ph https://t.co/L2MMoXzqyK",3,1,twitter,['https://twitter.com/Ethiopialiveupd/status/1093525731324366848?s=19'],Addis Ababa
133,1266726454668210186,2020-05-30 13:41:36,Ethiopia Live Updates,RT @Hewanoch: Some serious allegations of omission on @amnesty’s recent report here. Some points are backed by evidence and require a respo…,0,10,twitter,[],Addis Ababa
134,1266686803328872449,2020-05-30 11:04:02,Ethiopia Live Updates,በኢትዮጵያ ተጨማሪ 95 ሰዎች የኮሮናቫይረስ ተገኘባቸው https://t.co/xABecVK7TE,0,0,twitter,[],Addis Ababa
135,1266686080117506049,2020-05-30 11:01:10,Ethiopia Live Updates,RT @EPHIEthiopia: ባለፉት 24 ሰዓት ውስጥ በተደረገው 5034 የላብራቶሪ ምርመራ 96 ሰዎች የኮሮና ቫይረስ ተገኝቶባቸዋል፡፡በአጠቃላይ  ቫይረሱ በምርመራ የተገኘባቸው ሰዎች 1063 ደርሷል። በሌላ መልኩ በሀገራ…,0,11,twitter,[],Addis Ababa
136,1266685387956764673,2020-05-30 10:58:25,Ethiopia Live Updates,ሪፖርቱ መሬት ላይ ያለውን እውነታ ያላገናዘበና በተለይ ነፍጥ ያነገቡ ታጣቂዎች በተለያዩ አካባቢዎች በሕዝብና የመንግሥት ኃይሎች ላይ የሚፈፅሙትን ወንጀል መካዱን የኦሮሚያ ኮሙዩኒኬሽን ቢሮ ኃላፊ አቶ ጌታቸው ባልቻ አብራርተዋል።,19,0,twitter,[],Addis Ababa
137,1266685158058528768,2020-05-30 10:57:30,Ethiopia Live Updates,አምነስቲ ኢንተርናሽናል ኢትዮጵያን በሚመለከት ያወጣው መግለጫ የተሳሳተና የአንድ ወገን መረጃን ብቻ የያዘ መሆኑን የኦሮሚያ ኮሙዩኒኬሽን ቢሮ አስታወቀ። @PressEthio https://t.co/KJQJxtXzU4,21,0,twitter,[],Addis Ababa
138,1266671633886072832,2020-05-30 10:03:45,Ethiopia Live Updates,የዘንድሮው የችግኝ ተከላ መርሀ ግብር እስከ ሀምሌ አጋማሽ ድረስ እንደሚቀጥል የተናገሩት አቶ ንጉሡ፤  እስከ 5 ቢሊዮን የሚደርስ ችግኝ ለመትከል መታቀዱን አስታውቀዋል።,7,0,twitter,[],Addis Ababa
139,1266671460548050944,2020-05-30 10:03:04,Ethiopia Live Updates,የዘንድሮው አገር አቀፉ የችግኝ ተከላ መርሀ ግብር ግንብት 28 ቀን 2012 ዓ.ም እንደሚጀመር የጠቅላይ ሚኒስትር ጽህፈት ቤት ፕሬስ ሴክሬታሪያት ሃለፊ አቶ ንጉሱ ጥላሁን አስታወቁ። @PressEthio https://t.co/CUoRjwXZCi,15,0,twitter,[],Addis Ababa
140,1266670894807646209,2020-05-30 10:00:49,Ethiopia Live Updates,በልደታ ክፍለ ከተማ ለእንቅስቃሴ ዝግ የሆነው አካባቢና በአዲስ ከተማ ከፍለ ከተማ ለሚገኙ 1000 ለአደጋ ተጋላጭ ነዋሪዎች ለ3 ወር የሚቆይ የምግብ አቅርቦት ተጀመረ። የምግብ አቅርቦቱን የደገፈው ቢልጌትስ ፋውንዴሽን ነው። https://t.co/Era9kYePea,80,6,twitter,[],Addis Ababa
141,1266662274879627264,2020-05-30 09:26:34,Ethiopia Live Updates,Amhara Association of America: Statement on Gaps and Omissions in the latest @amnesty Report https://t.co/kCJmk2je4V,40,16,twitter,['https://drive.google.com/file/d/1ESAQOUwg3Xa4n4EyEuQeUGGx6PRgv2DK/view?fbclid=IwAR2ucrmLl_beVz7tmhbFQdktdvVTCb03wW0LKxEunXIO6QKZ4cQHWWtPPeE'],Addis Ababa
142,1266661205457997824,2020-05-30 09:22:19,Ethiopia Live Updates,RT @AddisPolice: https://t.co/4MY6VQONwz,0,1,twitter,[],Addis Ababa
143,1266659585789747200,2020-05-30 09:15:53,Ethiopia Live Updates,በትግራይ ክልል መቀለ ከተማ አንዲት ሴት ከታጣቂ ሚሊሻ በተተኮሰባት ጥይት መገደሏን ፖሊስ አስታወቀ። https://t.co/CcPvmVU8Am,55,17,twitter,['https://www.bbc.com/amharic/news-52859145?at_campaign=64&at_custom3=BBC+News+Amharic&at_custom4=E8BE65EE-A23E-11EA-BB09-E6DBFCA12A29&at_medium=custom7&at_custom2=facebook_page&at_custom1=%5Bpost+type%5D'],Addis Ababa
144,1266658808669057029,2020-05-30 09:12:48,Ethiopia Live Updates,RT @Ethiopialiveupd: ጠቅላይ ሚንስትር አብይ አህመድ እንደ ኮሎኔል መንግስቱ ኃ/ማርያም እና ጠቅላይ ሚንስትር መለስ ዜናዊ አምባገነን መሪ ይሆናሉ/ስርዐት ይገነባሉ ብለው ያስባሉ?,0,10,twitter,[],Addis Ababa
145,1266416267323457536,2020-05-29 17:09:01,Ethiopia Live Updates,የህዝብ ተወካዮች ም/ቤት አባላት በጋሞ ዞን ጋጮ ባባ እና ገረሴ ወረዳዎች በተከሰተ የተፈጥሮ አደጋ የተጎዱ ወገኖችን ጎብኝተዋል፡፡ በጋሞ ዞን ጋጮ ባባ ወረዳ ግንቦት 19/2012 ዓ.ም የጣለ ዝናብ ባስከተው ጎርፍና ናዳ የ10 ሰው ህይወት ማለፉ ይታወቃል፡፡ https://t.co/PocEURLT0e,15,0,twitter,[],Addis Ababa
146,1266411890034577410,2020-05-29 16:51:38,Ethiopia Live Updates,"RT @AfricaCDC: #COVID19 update in Africa (As of 29 May 2020, 6 pm East Africa Time)
54 African Union Member States reporting 130,275 cases,…",0,44,twitter,[],Addis Ababa
147,1266400664269266944,2020-05-29 16:07:01,Ethiopia Live Updates,በመጨረሻም ምክር ቤቱ በልዩ የመንግስት እዳ ሰነድ ረቂቅ አዋጅ ላይ ሰፊ ውይይት ካደረገ በኋላ ለዝርዝር እይታ ለገቢ፣ በጀትና ፋይናንስ ጉዳዮች ቋሚ ኮሚቴ በ1 ድምጸ ተአቅቦ በአብላጫ ድምጽ መርቷል፡፡,5,0,twitter,[],Addis Ababa
148,1266400652948840448,2020-05-29 16:06:58,Ethiopia Live Updates,ሌላኛው የምክር ቤቱ አባል የሆኑት  የተከበሩ አቶ ወርዶፋ በቀለ በበኩላቸው ግለሰቦች ከልማት ባንክ ተበድረው ለንግድ ባንክ የሚከፍሉበት እና በርካታ ብልሹ አሰራሮች ያሉበት ተቋም መሆኑን ገልጸዋል፡፡,4,0,twitter,[],Addis Ababa
149,1266400645407539201,2020-05-29 16:06:57,Ethiopia Live Updates,ባንኩ በኢንቨስተር ስም በተደራጁ ቡድኖች በብድር መልክ የተዘረፈና ለአገሪቱ ዜጎች ጥቅም ያላስገኘ መሆኑን የገለጹት አቶ መሀመድ የአገርና የህዝብ ባንክ አለአግባብ ባክኖ መቅረት እንደሌለበትና በህግ የሚጠየቅ አካል መኖር እንዳለበት ተናግረዋል፡፡,3,0,twitter,[],Addis Ababa
150,1266551018390773761,2020-05-30 02:04:28,Yetena Weg / የጤና ወግ,RT @Mesidesta: Happy to be part of this important conversation! @GetachewSS @Yidnek23 @YetenaW @FitsumberhanG https://t.co/0z6oWdvLt0,0,5,twitter,[],New York
151,1266284037510815745,2020-05-29 08:23:35,Yetena Weg / የጤና ወግ,"@YekoyesewB @nafkotaschenaki Please check this well written article by @realBrookA for @YetenaW 
It answers most of your questions

https://t.co/KySFolszrH",2,1,twitter,['https://wp.me/pbE0in-ao'],New York
152,1265712655957987330,2020-05-27 18:33:07,Yetena Weg / የጤና ወግ,"RT @DrMelakuTesfaye: ይህም ያልፋል!! Mental health challenges will be more common than before, there isn’t a single person that isn’t touched by…",0,4,twitter,[],New York
153,1265414543066488838,2020-05-26 22:48:31,Yetena Weg / የጤና ወግ,"RT @YEPNetworks: Free Meal and Grocery Distribution this Thursday, May 28th from 5 PM - 6 PM. Individual meals will be given away at 5700 S…",0,2,twitter,[],New York
154,1265264094455742464,2020-05-26 12:50:42,Yetena Weg / የጤና ወግ,"RT @YetenaW: መተሳሰብ 

ይሄን የጋራ የሆነ ፈተና እርስ በርስ በመተጋገዝ እና በመረዳድት እንወጣ።

በዚህ ወረርሽኝ ከስራቸው የቀሩ እና የተቸገሩ ወገኖችን እንርዳ።

በበሽታው የተያዙትን ሰዎች ምንም ማግለል ሳይ…",0,2,twitter,[],New York
155,1265264065926086658,2020-05-26 12:50:35,Yetena Weg / የጤና ወግ,"RT @YetenaW: መተሳሰብ 
ስንተሳሰብ የሁላችንም የአእምሮ ጤና ይጠበቃል። https://t.co/oAy4HGcGWp",0,2,twitter,[],New York
156,1265264043817873408,2020-05-26 12:50:30,Yetena Weg / የጤና ወግ,"RT @YetenaW: መተሳሰብ 

ከበሽታው አገግመው ከመታከሚያ ማእከል የወጡ ሰዎች በሽታውን ወደኛ ስለማያስተላልፉ ከማንኛውም ማህበራዊ ተሳትፎ አናግላቸው ።
ለብቻቸው የተቀመጡ ወገኖቻችንን በመደወል እና በሌሎችም መንገዶ…",0,2,twitter,[],New York
157,1265088947849396226,2020-05-26 01:14:44,Yetena Weg / የጤና ወግ,"RT @Marthinolly: መቆየት መሸፈን መታጠብ መተሳሰብ 

እንቆይ እንሸፋፈን እንታጠብ እንተሳሰብ",0,1,twitter,[],New York
158,1265035123713605632,2020-05-25 21:40:51,Yetena Weg / የጤና ወግ,"መተሳሰብ 
ስንተሳሰብ የሁላችንም የአእምሮ ጤና ይጠበቃል። https://t.co/oAy4HGcGWp",3,2,twitter,[],New York
159,1265035118684581893,2020-05-25 21:40:50,Yetena Weg / የጤና ወግ,"መተሳሰብ 

ከበሽታው አገግመው ከመታከሚያ ማእከል የወጡ ሰዎች በሽታውን ወደኛ ስለማያስተላልፉ ከማንኛውም ማህበራዊ ተሳትፎ አናግላቸው ።
ለብቻቸው የተቀመጡ ወገኖቻችንን በመደወል እና በሌሎችም መንገዶች ከብቸኝነት እንጠብቃቸው ። https://t.co/TPxqMvdwtE",2,2,twitter,[],New York
160,1265035112326074368,2020-05-25 21:40:48,Yetena Weg / የጤና ወግ,"መተሳሰብ 

ይሄን የጋራ የሆነ ፈተና እርስ በርስ በመተጋገዝ እና በመረዳድት እንወጣ።

በዚህ ወረርሽኝ ከስራቸው የቀሩ እና የተቸገሩ ወገኖችን እንርዳ።

በበሽታው የተያዙትን ሰዎች ምንም ማግለል ሳይኖር በተገቢው ጥንቃቄ እንከባከባቸው ። https://t.co/Nl4BfiXALc",2,2,twitter,[],New York
161,1265035107183857664,2020-05-25 21:40:47,Yetena Weg / የጤና ወግ,"መታጠብ 

ሰዎችንም ሆነ ሌሎች የኮሮና ቫይረስን ሊያስተላልፉ የሚችሉ ግዑዝ ነገሮችን በነኩበት አጋጣሚ ሁሉ እጅዎትን በአግባቡ በመታጠብ እና ፊትዎን ባለመንካት እራስዎን ከበሽታ ይከላከሉ። https://t.co/E7dJCYr5Ev",2,1,twitter,[],New York
162,1265035102565924865,2020-05-25 21:40:46,Yetena Weg / የጤና ወግ,"መሸፈን 

ወደውጭ በሚወጡበት ማንኛውም አጋጣሚ ሁልግዜም የፊት መሸፈኛ ማስክ  በማድረግ የኮሮና ቫይረስ ስርጭትን ለመከላከል ማህበራዊ ኃላፊነትዎን ይወጡ። 

የፊት መሸፈኛ ማስክ  በማድረግ የራስዎንም ሆነ የሌሎችን ሕይወት ከበሽታ ይከላከሉ ። https://t.co/6HqoMtWzH1",1,1,twitter,[],New York
163,1265035096865857537,2020-05-25 21:40:44,Yetena Weg / የጤና ወግ,"የመ ህጎችን እንጠብቅ 

🚶‍♂️............. 🚶‍♀️ መራራቅ 

ወደውጭ በሚወጡበት ማንኛውም አጋጣሚ አካላዊ ርቀትዎን ጠብቀው መቆየት እራስዎንም ሆነ ሌሎችን ከኮሮና ቫይርስ መከላከል ይችላሉ። https://t.co/fjL1KnKpjQ",1,1,twitter,[],New York
164,1265035091702624261,2020-05-25 21:40:43,Yetena Weg / የጤና ወግ,"የ መ ህጎችን እንጠብቅ 

🏠 መቆየት 

በጣም አስፈላጊ ለሆነ እንቅስቃሴ በስተቀር በ ቤት ውስጥ በመቆየት የኮሮና ቫይረስ ስርጭትን ለመከላከል ማህበራዊ ኃላፊነትዎን ይወጡ። 

የራስዎንም ሆነ የሌሎችን ሕይወት ከበሽታ ይከላከሉ ። https://t.co/vcI97A294Z",18,7,twitter,[],New York
165,1265032000504766469,2020-05-25 21:28:26,Yetena Weg / የጤና ወግ,"RT @medinsheger: Fourth Issue of MED IN SHEGER
Out Now!!!! 
Download from the link below: 
Happy Reading!
https://t.co/strB8m5omq
@Yidnek23…",0,5,twitter,['https://bit.ly/MEDINSHEGERMAY4'],New York
166,1264899024068530178,2020-05-25 12:40:02,Yetena Weg / የጤና ወግ,"RT @MahletKS: #COVID19Ethiopia 

Addis Abeba update 
🔴 Total cases 436 (+129 cases in one week)
🔴 46% Community Spread 
🔴 Lideta is severel…",0,17,twitter,[],New York
167,1264554779491151874,2020-05-24 13:52:08,Yetena Weg / የጤና ወግ,"RT @MahletKS: #COVID19Ethiopia updates 
Sadly the good days are behind us 

🔴Cases are now doubling every 9 days nationally &amp; 7 days in AA…",0,22,twitter,[],New York
168,1264259255953219584,2020-05-23 18:17:50,Yetena Weg / የጤና ወግ,RT @1aklilu_tesfaye: @YEPNetworks @fitse_t @adbelete @DrMelakuTesfaye @MajiHailemariam @YetenaW A very productive and helpful discussion to…,0,2,twitter,[],New York
169,1264253908467277824,2020-05-23 17:56:35,Yetena Weg / የጤና ወግ,"RT @YEPNetworks: On behalf of our members, THANK YOU to @fitse_t @adbelete @DrMelakuTesfaye and @MajiHailemariam for your time. You all are…",0,3,twitter,[],New York
170,1264239708286091269,2020-05-23 17:00:09,Yetena Weg / የጤና ወግ,"RT @HanaMariyam1911: @MajiHailemariam @azeb_alemu @YetenaW @FitsumberhanG 
I can’t thank you enough for these Episode, 
We can’t talk enoug…",0,2,twitter,[],New York
171,1264221745302683654,2020-05-23 15:48:46,Yetena Weg / የጤና ወግ,"RT @YEPNetworks: የፌስቡክ ቀጥታ ስርጭታችን ከ @YetenaW ጋር ጀምሯል!
እንግዶቻችን በተለያዩ የጤና መስኮች ባለሙያዎች ናቸው:: 
ለጥያቄዎችዎ መልስ ለመስጠት ዝግጁ ናቸው:: #COVID19 

https://t…",0,1,twitter,[],New York
172,1264216712188215299,2020-05-23 15:28:46,Yetena Weg / የጤና ወግ,"RT @YEPNetworks: We are now live with @YetenaW 
Go to the link below and listen to this conversation. Our panelists are healthcare professi…",0,5,twitter,[],New York
173,1264214065464987655,2020-05-23 15:18:15,Yetena Weg / የጤና ወግ,"@YEPNetworks Happening now. 👇🏽👇🏽

https://t.co/6nmaDRltmx",1,1,twitter,['https://www.facebook.com/YourEthiopianProfessionals/videos/2981158495265917/'],New York
174,1264009915321978881,2020-05-23 01:47:02,Yetena Weg / የጤና ወግ,"RT @TheLancet: “The findings...add to preliminary reports suggesting that regimens of chloroquine or #hydroxychloroquine, alone or with azi…",0,575,twitter,[],New York
175,1264009878802255872,2020-05-23 01:46:53,Yetena Weg / የጤና ወግ,RT @TheLancet: Authors suggest that these drug regimens should not be used to treat #COVID19 outside of clinical trials and urgent confirma…,0,542,twitter,[],New York
176,1264009849425272832,2020-05-23 01:46:46,Yetena Weg / የጤና ወግ,Increased risk of death with use of Hydroxychloroquine with or without Macrolides (Azithromycin) linked with increased risk of death and dangerous arrhythmias. https://t.co/W2roWAYp6t,6,2,twitter,['https://twitter.com/TheLancet/status/1263809107175358465'],New York
